"","text.X","text.x","emotion","polarity"
"436",436," demented absolutely demented corbyn attacks boris for vaccine nationalism demands jabs given away to other nati ","unknown","negative"
"437",437," howard county vaccinates health care workers clinic prepares to begin b ","joy","positive"
"438",438,"minnesota is partnering with local public health and schools to launch a covid vaccine pilot program meanwhile ","unknown","positive"
"439",439," i know it s a running joke that the trump administration is pro virus but they literally provided anti virus public funds ","unknown","neutral"
"440",440," pfizer is revamping production to get to billion doses per year with billion population at doses person bil ","surprise","negative"
"441",441,"un warns of vaccine vacuum and vaccinationalism as covid deaths surge ","unknown","positive"
"442",442," so proud of my home city covid vaccine patients treated to live organ music while waiting for jab u u ","joy","neutral"
"443",443," my mother got vaccinated today her sister called at am on a sunday and said a local hospital was vaccinating so ","unknown","positive"
"444",444," alberta s covid vaccine supply on brink of exhaustion first dose appointments rescheduled ","unknown","negative"
"445",445," omg so many people have died in los angeles county that officials have temporarily suspended air quality regulations tha ","unknown","negative"
"446",446," was days btw but yes fully agree now the uk official documentation simply states at ","unknown","positive"
"447",447,"i am so grateful that my abuela t oman grammy aunt lynn have either gotten the covid vaccine or are getting it ","unknown","positive"
"448",448,"anti vaccine groups receive more than in covid relief program the washington post gtfo ","unknown","neutral"
"449",449," norway die in days following pfizer covid vaccine pfizer the number of incidents so far is not alarming an ","unknown","negative"
"450",450," argentina is the first major country outside russia to roll out the sputnik vaccine in its efforts to combat covid despite que ","anger","negative"
"451",451," according to sleuthing by italian security company yarix more than megabytes of data from the european medicines agenc ","unknown","positive"
"452",452,"you get a free bag of marijuana once you take your covid vaccine y all ready to take it now u f ","sadness","neutral"
"453",453," to assist you and those you care for during this difficult time we have compiled some of the latest information about the cov ","joy","neutral"
"454",454," lowest income countries have rec d doses lets get some perspective patience cdnpoli alberta will run out of cov ","sadness","neutral"
"455",455," they probably received the covid vaccine first because wokeness said to ","unknown","positive"
"456",456," nearly million doses of covid vaccine have been administered to people in wealthy countries just doses have ","unknown","positive"
"457",457," covid vaccine there are real gaps in the system with a small number of surgeries not even having started yet ","unknown","positive"
"458",458," if none of the vaccines do prevent transmission but only prevent disease then the whole notion of vaccine passports ","unknown","negative"
"459",459,"for those who have received their covid vaccine can you please dm me i have a few questions thank you u f ","joy","positive"
"460",460," the government are talking about numbers of people vaccinated again and again you wouldn t say someone has received a ","unknown","positive"
"461",461,"i was incredibly lucky to get my first moderna covid vaccine today round two right after valentines i can t wait ","sadness","positive"
"462",462," covid vaccine mark drakeford faces go slow roll out criticism bbc news um the former tory minister stephen crabb is the ","unknown","negative"
"463",463," health authorities in norway say there s no evidence of a direct link between the recent string of deaths among elderly peopl ","unknown","positive"
"464",464,"anti vaccine groups receive more than in covid relief program the washington post ","unknown","neutral"
"465",465," johnson johnson says its one dose covid vaccine generated both antibody and t cell responses against the virus with f ","unknown","negative"
"466",466," covid vaccine mark drakeford faces go slow roll out criticism bbc news um the former tory minister stephen crabb is the ","unknown","negative"
"467",467," covid news live uk currently has highest daily death rate per person in world as who warns over global vaccine rollout ","joy","neutral"
"468",468,"anti vaccine groups receive more than in covid relief program the washington post ","unknown","neutral"
"469",469," are you one of the million people who have received the covid vaccine uklockdown","unknown","positive"
"470",470," even though you got the covid vaccine you still have to wear a mask and continue precautionary measures fyi ","unknown","positive"
"471",471," hackers manipulated stolen covid vaccine data before leaking it online ","unknown","negative"
"472",472," rti reveals centre borrowed rs cr globally to battle covid over of this amt was collected by pm cares in the f ","unknown","negative"
"473",473," corbyn attacks boris for vaccine nationalism demands jabs given away to other nations what an absolute idiot is c ","unknown","negative"
"474",474," video china health experts have now called on norway and other countries to suspend the use of the controversial mrna based ","unknown","negative"
"475",475," omg so many people have died in los angeles county that officials have temporarily suspended air quality regulations tha ","unknown","negative"
"476",476," so important for all of us to get vaccinated i am featured in this latest nba psa and will air during the broadcasts of the ","sadness","negative"
"477",477," omg so many people have died in los angeles county that officials have temporarily suspended air quality regulations tha ","unknown","negative"
"478",478,"karnataka health department employee dies after covid vaccine jab officials say death not related ","unknown","negative"
"479",479," scotland has nearly times the covid deaths as norway now sturgeon s vaccine delays are killing more ","unknown","positive"
"480",480," dr offit told me we should be greeting the covid vaccines with the same enthusiasm that greeted the polio vaccine it sho ","joy","positive"
"481",481," george natembeya has told those turkana mps asking to be evacuated to tell him who will help the gov t solve the problem ","unknown","neutral"
"482",482," thought new zealand managed to tackle and get rid of covid without any vaccine britain can t tackle and get rid of it wh ","sadness","negative"
"483",483," if none of the vaccines do prevent transmission but only prevent disease then the whole notion of vaccine passports ","unknown","negative"
"484",484," we are open if you re and born in january or february or a first responder or healthcare worker you can receive your c ","unknown","positive"
"485",485," george natembeya has told those turkana mps asking to be evacuated to tell him who will help the gov t solve the problem ","unknown","neutral"
"486",486,"how to get a free bag of marijuana with the covid vaccine ","sadness","negative"
"487",487," my year old family friend had vaccine she s in a care ","joy","positive"
"488",488," has released its updated batch of reported covid vaccine side effect data through jan when roughly mi ","unknown","positive"
"489",489," covid deniers claim they are worried about happen anyway its just we also have signifi ","unknown","neutral"
"490",490," eff statement on the procurement of covid vaccine ","unknown","positive"
"491",491," johnson johnson says its one dose covid vaccine generated both antibody and t cell responses against the virus with f ","unknown","negative"
"492",492," u f fa u f f u f vaccine data update jan u f u f f u f fa u f f us m doses administered u k from y day normal light weekend update u f c k ","unknown","positive"
"493",493," the government are talking about numbers of people vaccinated again and again you wouldn t say someone has received a ","unknown","positive"
"494",494," nearly million doses of covid vaccine have been administered to people in wealthy countries just doses have ","unknown","positive"
"495",495," andrew neil exposes sturgeon flaws in vaccine rollout even old bumbling boris has managed to do better w ","unknown","neutral"
"496",496," i was very lucky to get vaccine on first day that they started doing vaccines and the second dose w ","sadness","neutral"
"497",497,"our teams are working quickly to host as many covid vaccine clinics as possible and we need your help with bo ","unknown","neutral"
"498",498," since the start of the pandemic microsoft healthcare bot has been at the leading edge of helping organizations be more agile ","unknown","positive"
"499",499," corbyn attacks boris for vaccine nationalism demands jabs given away to other nations of course he does ","unknown","negative"
"500",500," madagascar doesn t like vaccines word on the street in zimbabwe is that they don t like vaccines either because they migh ","joy","positive"
"501",501," microsoft joins coalition to accelerate the release of covid vaccine passports ","unknown","positive"
"502",502," nba legend kareem abdul jabbar urges the public to get covid vaccine in new psa u b ","sadness","negative"
"503",503," u f af trudeau israel pfizer vaccine no domestic production exact same star ","unknown","neutral"
"504",504," johnson johnson says its one dose covid vaccine generated both antibody and t cell responses against the virus with f ","unknown","negative"
"505",505," south african mining companies say they are well placed to support the covid response thanks to decades of experience ","unknown","positive"
"506",506," four trial volunteers who got pfizer s covid vaccine developed bell s palsy but fda denies that the temporary fac ","unknown","negative"
"507",507," so far norway the only one reporting honestly deaths due to covid pfizer vaccine now and counting in ","unknown","positive"
"508",508," drakeford has shown himself to be increasingly inept as the covid crisis continues wales had the sec ","unknown","negative"
"509",509," we have quite simply run out of supply fewer albertans will be vaccinated in the short term alberta will run out of c ","unknown","positive"
"510",510," just heard a vicious rumour doing the rounds covid vaccine supplies will run out by the end of next week i predict a riot ","unknown","negative"
"511",511," johnson johnson says its one dose covid vaccine generated both antibody and t cell responses against the virus with f ","unknown","negative"
"512",512," since the start of the pandemic microsoft healthcare bot has been at the leading edge of helping organizations be ","unknown","positive"
"513",513,"with a covid vaccine within reach healthcare workers have one less thing to worry about but sexual abuse is stil ","joy","negative"
"514",514,"the central michigan district health department has seen people sign up to receive the covid vaccine thi ","unknown","positive"
"515",515," pfizer vaccine causing patients to get bell s palsy facial paralysis four trial participants who received the pfiz ","sadness","negative"
"516",516," we call for clarity on uk s covid strategy in the sunday times we can t just depend on the vaccine ","unknown","positive"
"517",517," california s top epidemiologist issued a statement sunday evening recommending a pause on the use of a huge batch of ","surprise","positive"
"518",518," your reminder that although m people are now eligible for the covid vaccine in nyc one group has been excluded peop ","unknown","neutral"
"519",519,"get so excited every time a friend or family member posts they ve had the covid vaccine science is incredible and ","joy","positive"
"520",520," vaccine prioritization in phase ii in ontario the province has put out a framework which seems not unreasonable ","unknown","negative"
"521",521,"we are open if you re and born in january or february or a first responder or healthcare worker you can recei ","unknown","positive"
"522",522," nba legend kareem abdul jabbar urges the public to get covid vaccine in new psa u b ","sadness","negative"
"523",523," the government are talking about numbers of people vaccinated again and again you wouldn t say someone has received a ","unknown","positive"
"524",524," nba legend kareem abdul jabbar urges the public to get covid vaccine in new psa u b ","sadness","negative"
"525",525," hour vaccine sites to be piloted by end of january as rollout to over s begins ","unknown","positive"
"526",526," global covid spreader our dr scientiss have defeated you in biological warfare you waged so keep crying when are y ","unknown","negative"
"527",527," people from minority ethnic backgrounds have been targeted by misinformation about the covid vaccines they are safe and ","unknown","positive"
"528",528," deaths climb in california as states vaccine plans struggle ","unknown","negative"
"529",529," the european union will have a much shorter interruption in deliveries of the pfizer biontech covid vaccine than canad ","unknown","neutral"
"530",530," take action ask state to prioritize teachers for covid vaccine ","unknown","neutral"
"531",531,"covid pm says four million people have had first dose of vaccine ","unknown","positive"
"532",532," george natembeya has told those turkana mps asking to be evacuated to tell him who will help the gov t solve the problem ","unknown","neutral"
"533",533,"anti vaccine groups receive more than from white house in covid relief program the washington post ","unknown","neutral"
"534",534,"after allergic reactions ca pauses use of large batch of moderna vax ","unknown","neutral"
"535",535," eff statement on the procurement of covid vaccine ","unknown","positive"
"536",536," my view has remain unchanged since day one shield the vulnerable who want to be and leave the rest of society alone re ","unknown","positive"
"537",537," the state is warning providers monday to stop administering a particular batch of the moderna vaccine due to an unusual ","unknown","negative"
"538",538," mark drakeford wales first minister has been criticised for saying the pfizer covid vaccine would be rolled out slowly in ","unknown","neutral"
"539",539," kareem abdul jabbar will receive the covid vaccine as part of the nba s efforts to promote vaccinations reports ","unknown","positive"
"540",540," good news i just got vaccinated comedian steve martin tweeted bad news i got it because i m ha ","joy","neutral"
"541",541," jon snow interviewing sir john bell a member of sage bell blurts out that this vaccine will steril ","unknown","positive"
"542",542,"as we listen to call for cut to poorest families read this record they hold the uk has the hig ","anger","negative"
"543",543," the executive governor of anambra state taking covid vaccine in the united states agbara nwaany u ecb u f a ","unknown","positive"
"544",544," omg so many people have died in los angeles county that officials have temporarily suspended air quality regulations tha ","unknown","negative"
"545",545," thank you dr nighat arif it is so important to get these messages ac ","sadness","neutral"
"546",546," just heard a vicious rumour doing the rounds covid vaccine supplies will run out by the end of next week i predict a riot ","unknown","negative"
"547",547," why has pushed canada to the back of the line for covid vaccine and when will fight back for ca ","unknown","neutral"
"548",548," your reminder that although m people are now eligible for the covid vaccine in nyc one group has been excluded peop ","unknown","neutral"
"549",549," u f d the are helping to set up new covid vaccine centres in u f f u e u e u e u e u e u e f scotland soldiers organised into ","unknown","positive"
"550",550," nba legend kareem abdul jabbar urges the public to get covid vaccine in new psa u b ","sadness","negative"
"551",551," ","unknown","positive"
"552",552," u f d the are helping to set up new covid vaccine centres in u f f u e u e u e u e u e u e f scotland soldiers organised into ","unknown","positive"
"553",553," if none of the vaccines do prevent transmission but only prevent disease then the whole notion of vaccine passports ","unknown","negative"
"554",554," quick thread of stupid comments i have received about getting the covid vaccine by irls that obviously forgot that i am dis ","fear","negative"
"555",555,"got my first covid vaccine ","unknown","positive"
"556",556," norway says no link between covid vaccine and several elderly recipients deaths ","unknown","positive"
"557",557," florida governor ron desantis is corruptly screwing with the covid vaccine rollout ","unknown","positive"
"558",558," people over the age of should have access to the covid vaccine before politicians ","unknown","positive"
"559",559," corbyn attacks boris for vaccine nationalism demands jabs given away to other nations what an absolute idiot is c ","unknown","negative"
"560",560,"in states that have released covid vaccine data by race white residents are being vaccinated at significantly h ","unknown","positive"
"561",561,"watch live sc health officials to discuss the state s covid vaccine rollout efforts ","joy","neutral"
"562",562,"karnataka s covid vaccine recipient dies of heart stroke minister ","joy","positive"
"563",563," omg so many people have died in los angeles county that officials have temporarily suspended air quality regulations tha ","unknown","negative"
"564",564,"anti vaccine groups receive more than in covid relief program the washington post ","unknown","neutral"
"565",565,"cuomo slams dhhs pushes to buy covid jabs directly from pfizer norway struggles to ease vaccine ","unknown","positive"
"566",566,"exclusive acceptance of covid vaccine is rising but so is pessimism about getting back to normal ","unknown","positive"
"567",567," year old italian woman receives covid vaccine ","unknown","positive"
"568",568,"i m attending presidential inaugural committee s event nurses with biden harris help is on the way covid vaccin ","unknown","neutral"
"569",569," if none of the vaccines do prevent transmission but only prevent disease then the whole notion of vaccine passports ","unknown","negative"
"570",570,"these bbc pics from when they followed year old mrs marriage to get her covid vaccine make me smile so much ","sadness","neutral"
"571",571," the government are talking about numbers of people vaccinated again and again you wouldn t say someone has received a ","unknown","positive"
"572",572," the move is part of the largest peacetime resilience operation ever undertaken by the uk armed forces ","joy","positive"
"573",573," california s top epidemiologist issued a statement sunday evening recommending a pause on the use of a huge batch of ","surprise","positive"
"574",574," ","unknown","positive"
"575",575," covid vaccine mark drakeford faces go slow roll out criticism bbc news um the former tory minister stephen crabb is the ","unknown","negative"
"576",576," eff statement on the procurement of covid vaccine ","unknown","positive"
"577",577," doses of a covid vaccine have been administered in u f f u e u e u e u e e u e u e f england doses in the latest hr per ","surprise","positive"
"578",578,"hi u u vaccine roll out is great but why is it other countries who are vaccinating far less are not th ","joy","negative"
"579",579," director general tedros adhanom ghebreyesus said it s not right that younger healthier adults in wealthy countries get vac ","sadness","neutral"
"580",580," two presidencies today biden here s my plan for getting the covid vaccine distributed quickly and rebuilding the economy ","unknown","positive"
"581",581," on the protocol for any excess covid vaccine doses planners are advised to have a list of healthcare workers on stan ","unknown","negative"
"582",582,"thank fuck the socialists lost the election share on twitter ","unknown","negative"
"583",583," and covid statistics are now given for whole uk to hide englands stats unless its the vaccine they are back to ","disgust","positive"
"584",584," breaking news britney spears has stolen the covid vaccine motive s unknown ","unknown","negative"
"585",585," area paramedic jim garbe today told me that though the covid vaccine represents a light at the end of the tunnel we ar ","unknown","positive"
"586",586," california s top epidemiologist issued a statement sunday evening recommending a pause on the use of a huge batch of ","surprise","positive"
"587",587," the government are talking about numbers of people vaccinated again and again you wouldn t say someone has received a ","unknown","positive"
"588",588," operation warp speed leaders waited more than two months to approve a plan to distribute and administer covid vaccines propo ","anger","neutral"
"589",589," according to the official reports released by the modi govt cases of abnormal health issues along with deaths have bee ","unknown","negative"
"590",590," encourages everyone to do the same when they can theyoungandtherestless soapoperas soaphub ","unknown","positive"
"591",591,"me on twitter vaccinations are good cant wait to get the covid vaccine me in the doctors office when i see th ","joy","negative"
"592",592," prime minister and other minister who are working hard in saving this nation lives are very precious for all indians hence ","unknown","negative"
"593",593," your reminder that although m people are now eligible for the covid vaccine in nyc one group has been excluded peop ","unknown","neutral"
"594",594," every week hywel dda uhb will publish a vaccine bulletin providing up to date information regarding the progress of the co ","unknown","positive"
"595",595," when can grandparents safely visit their grandkids after receiving the covid vaccine ","unknown","positive"
"596",596,"palestine refugees are forced to the back of the covid vaccine line ","unknown","positive"
"597",597," the government are talking about numbers of people vaccinated again and again you wouldn t say someone has received a ","unknown","positive"
"598",598," people from minority ethnic backgrounds have been targeted by misinformation about the covid vaccines they are safe and ","unknown","positive"
"599",599," two persons died after taking covid vaccine in up karnataka death of the up resident is not related to vaccination post mor ","unknown","negative"
"600",600," omg so many people have died in los angeles county that officials have temporarily suspended air quality regulations tha ","unknown","negative"
"601",601,"alberta s covid vaccine supply on brink of exhaustion first dose appointments rescheduled ","unknown","negative"
"602",602," california s top epidemiologist issued a statement sunday evening recommending a pause on the use of a huge batch of ","surprise","positive"
"603",603," if none of the vaccines do prevent transmission but only prevent disease then the whole notion of vaccine passports ","unknown","negative"
"604",604," corbyn attacks boris for vaccine nationalism demands jabs given away to other nations what an absolute idiot is c ","unknown","negative"
"605",605," interesting phil is pleased his mum has had her nd covid vaccine considering they don t get on ","joy","neutral"
"606",606," george natembeya has told those turkana mps asking to be evacuated to tell him who will help the gov t solve the problem ","unknown","neutral"
"607",607," it s wonderful and very welcome news that clinically extremely vulnerable patients in england can now receive the covid ","surprise","positive"
"608",608," i know it s a running joke that the trump administration is pro virus but they literally provided anti virus public funds ","unknown","neutral"
"609",609," pfizer vaccine causing patients to get bell s palsy facial paralysis four trial participants who received the pfiz ","sadness","negative"
"610",610,"never thought i would be in the market for a fake id that said i was cdc expands eligibility to everyone and ","unknown","negative"
"611",611," breaking news britney spears has stolen the covid vaccine motive s unknown ","unknown","negative"
"612",612," so important for all of us to get vaccinated i am featured in this latest nba psa and will air during the broadcasts of the ","sadness","negative"
"613",613,"besties i think i m getting my covid vaccine before april ","unknown","positive"
"614",614," people from minority ethnic backgrounds have been targeted by misinformation about the covid vaccines they are safe and ","unknown","positive"
"615",615," california s top epidemiologist issued a statement sunday evening recommending a pause on the use of a huge batch of ","surprise","positive"
"616",616," do you know a vulnerable person with a vaccine or medical appointment we can get them there and home safely our cheerful covi ","joy","positive"
"617",617," your reminder that although m people are now eligible for the covid vaccine in nyc one group has been excluded peop ","unknown","neutral"
"618",618," eff statement on the procurement of covid vaccine ","unknown","positive"
"619",619,"mich fire chief to state let us administer covid vaccine ","unknown","positive"
"620",620," more than wcsd employees offered covid vaccine ","unknown","positive"
"621",621," dollar general is offering employees a deal go get a covid vaccine and receive four hours of pay ","sadness","negative"
"622",622,"the delivering covid vaccinations every minute in the face of covid admission rate of patient every ","unknown","positive"
"623",623," eff statement on the procurement of covid vaccine ","unknown","positive"
"624",624," people from minority ethnic backgrounds have been targeted by misinformation about the covid vaccines they are safe and ","unknown","positive"
"625",625,"top gp tells wales stop sitting on vaccines and get on with it u f b even top gp s telling duckford start thinking lo ","surprise","neutral"
"626",626,"two persons died after taking covid vaccine in up karnataka death of the up resident is not related to vaccin ","unknown","negative"
"627",627,"i m having a hard time using this online appt scheduler for my covid vaccine god if you don t want me to get it just say that","sadness","neutral"
"628",628," demented absolutely demented corbyn attacks boris for vaccine nationalism demands jabs given away to other nati ","unknown","negative"
"629",629," pfizer covid vaccine makes more antibodies than infection report ","unknown","positive"
"630",630,"a woman in jordan became the first refugee to receive the covid vaccine read more about canada s involvement f ","unknown","positive"
"631",631,"protect yourselves and others from the flu virus get the flu vaccine if you ve had covid it is safe to ha ","joy","negative"
"632",632," my grandparents have had the vaccine and i m very proud of them for doing that ","joy","positive"
"633",633," ","unknown","positive"
"634",634,"cdc fda investigating california moderna covid vaccine lot with higher than usual allergic reactions ","unknown","negative"
"635",635," west virginia only state to shun walgreens cvs leads u s covid vaccine rates ","unknown","neutral"
"636",636,"what questions do you have about the covid vaccine q is there more than one vaccine available a yes currentl ","unknown","positive"
"637",637," people from minority ethnic backgrounds have been targeted by misinformation about the covid vaccines they are safe and ","unknown","positive"
"638",638," i have a better shot at getting a covid vaccine shot then that happening and as it seems neither are possible","unknown","positive"
"639",639," omg so many people have died in los angeles county that officials have temporarily suspended air quality regulations tha ","unknown","negative"
"640",640," johnson johnson says its one dose covid vaccine generated both antibody and t cell responses against the virus with f ","unknown","negative"
"641",641," nba legend kareem abdul jabbar urges the public to get covid vaccine in new psa u b ","sadness","negative"
"642",642," a thing that is very clear the vaccines are safe and effective things that we know some about but would like to know more ","joy","positive"
"643",643," religion waiting science to find covid vaccine so they can give god all the credit ","sadness","positive"
"644",644," just received an appointment for my first covid vaccine injection next saturday second one weeks later they say we ","unknown","positive"
"645",645,"if i get the vaccine and nut in a girl does that make her immune to covid too ","sadness","negative"
"646",646," johnson johnson says its one dose covid vaccine generated both antibody and t cell responses against the virus with f ","unknown","negative"
"647",647," eff statement on the procurement of covid vaccine ","unknown","positive"
"648",648,"sinovac says its covid vaccine more effective with longer dosing interval reuters ","unknown","positive"
"649",649," johnson johnson says its one dose covid vaccine generated both antibody and t cell responses against the virus with f ","unknown","negative"
"650",650," why is wales lagging so far behind with the vaccine we need to make it hours a day in wales pleas ","joy","negative"
"651",651,"covid news live uk currently has highest daily death rate per person in world as who warns over global vaccine r ","joy","neutral"
"652",652," there were zero new vaccines delivered to the provinces and territories and liberal backbenchers are today still cla ","unknown","positive"
"653",653," to assist you and those you care for during this difficult time we have compiled some of the latest information about the cov ","joy","neutral"
"654",654,"according to sleuthing by italian security company yarix more than megabytes of data from the european medicine ","unknown","positive"
"655",655," this is vaccine apartheid on a global scale ","unknown","positive"
"656",656," ministry of health has revealed that the covid vaccine will not reach zambia in february as earlier indicated cabinet ","unknown","positive"
"657",657," i have been desperately trying to catch it covid just avoids bricklayers we don t need a vaccin ","joy","negative"
"658",658," steve martin has received the covid vaccine bad news i got it because i m ","sadness","negative"
"659",659," health and human services chief azar critical of biden s covid vaccine goal ","unknown","negative"
"660",660," will help intensify fight who welcomes india s covid vaccine approval ","joy","positive"
"661",661,"health officials said if you for some reason you can t get a second dose of covid vaccine in weeks get it as ","sadness","negative"
"662",662," four trial volunteers who got pfizer s covid vaccine developed bell s palsy but fda denies that the temporary fac ","unknown","negative"
"663",663," we have previously reported after buckingham palace s initial resistance that william appeared more disposed to promot ","unknown","neutral"
"664",664," last weekend a deranged leftist masquerading as a republican told me as a black man i shouldn t question taking th ","unknown","negative"
"665",665,"excellent news as to the trends in ohio over the last week may they continue as we roll out the vaccine program ","unknown","negative"
"666",666," pfizer vaccine causing patients to get bell s palsy facial paralysis four trial participants who received the pfiz ","sadness","negative"
"667",667,"can you recommend anyone for this job pharmacist covid vaccine support ","unknown","positive"
"668",668," we collaborated with on a covid vaccine factsheet for prisoners we ll be mailing these out soon with zines le ","unknown","positive"
"669",669,"mercer lawrence counties waiting to hear phase b plans for covid vaccine ","unknown","positive"
"670",670," just saw homeless men giving eachother the covid vaccine under a bridge what a caring community we live in u f f u f ","joy","positive"
"671",671,"covid four million in uk get their first vaccine ","sadness","negative"
"672",672,"when can grandparents safely visit their grandkids after receiving the covid vaccine ","unknown","positive"
"673",673," uber is offering free trips to those getting the covid vaccine at one of the vaccination centres across the uk be ","unknown","positive"
"674",674," hacked emails allegedly detail how eu drug regulator was pressured to approve pfizer jab despite problems with the vaccine rt ","anger","negative"
"675",675," dr offit told me we should be greeting the covid vaccines with the same enthusiasm that greeted the polio vaccine it sho ","joy","positive"
"676",676," ohio is opening the covid vaccine up to more residents this week and over the next few months other states ar ","unknown","positive"
"677",677," omg so many people have died in los angeles county that officials have temporarily suspended air quality regulations tha ","unknown","negative"
"678",678," operation warp speed leaders waited more than two months to approve a plan to distribute and administer covid vaccines propo ","anger","neutral"
"679",679," we are so impressed u c u f fb u f d u f fa u f f ambassador to saudi u f f u f e praises the kingdom s healthcare workers after receiving h ","unknown","positive"
"680",680," norway says no link between covid vaccine and several elderly recipients deaths ","unknown","positive"
"681",681," george natembeya has told those turkana mps asking to be evacuated to tell him who will help the gov t solve the problem ","unknown","neutral"
"682",682," and covid statistics are now given for whole uk to hide englands stats unless its the vaccine they are back to ","disgust","positive"
"683",683,"covid vaccine hub opens at taunton racecourse ","unknown","negative"
"684",684," as the rollout of the covid vaccination ramps up many canadians have questions join the globe and ","unknown","positive"
"685",685," why has pushed canada to the back of the line for covid vaccine and when will fight back for ca ","unknown","neutral"
"686",686," with no covid vaccine reserve the difficult job of vaccinating people has become a near impossible job i w ","joy","negative"
"687",687," warning against a batch of moderna s covid vaccine warning warning ","unknown","negative"
"688",688," the government are talking about numbers of people vaccinated again and again you wouldn t say someone has received a ","unknown","positive"
"689",689,"thinking about developing a comorbidity ","unknown","positive"
"690",690," what he is going to do with the thousand people carava ","unknown","positive"
"691",691," share on twitter ","unknown","positive"
"692",692," pm says older norwegians who died after covid vaccine were in last stages of life u f ","unknown","negative"
"693",693," if none of the vaccines do prevent transmission but only prevent disease then the whole notion of vaccine passports ","unknown","negative"
"694",694," omg so many people have died in los angeles county that officials have temporarily suspended air quality regulations tha ","unknown","negative"
"695",695," modi ji is afraid of u f farmer s u f press u f china u f covid vaccine ","fear","negative"
"696",696," dear lisa has labour added its voice to those calling on netanyahu to end israel s vaccine apartheid ","unknown","positive"
"697",697," if none of the vaccines do prevent transmission but only prevent disease then the whole notion of vaccine passports ","unknown","negative"
"698",698," olympians want access to a covid vaccine to allow them to compete at the tokyo olympics today ","unknown","positive"
"699",699," anti vaccine groups receive more than in covid relief program the washington post ","unknown","neutral"
"700",700," a statement from the national covid vaccine consultative committee read here ","unknown","negative"
"701",701," hours after my covid vaccine now and all side effects have totally gone u f d u f ","unknown","positive"
"702",702," vaccine doses administered across all poor countries doses administered in wealthier countries what m ","sadness","negative"
"703",703," johnson johnson says its one dose covid vaccine generated both antibody and t cell responses against the virus with f ","unknown","negative"
"704",704," if there is an example of a vaccine in widespread clinical use that has this selective effect prevents disease but not infe ","unknown","negative"
"705",705," anti vaccine groups receive more than in covid relief program the washington post ","unknown","neutral"
"706",706," versus let those numbers sink in inequality ","unknown","negative"
"707",707," the hostile environment could block undocumented migrants from accessing covid vaccine healthcare professionals call on ","anger","negative"
"708",708," omg so many people have died in los angeles county that officials have temporarily suspended air quality regulations tha ","unknown","negative"
"709",709," transparency around how the covid vaccine is being rolled out was back in the spotlight today the hse says it issued guidance ","unknown","positive"
"710",710," operation warp speed leaders waited more than two months to approve a plan to distribute and administer covid vaccines propo ","anger","neutral"
"711",711," george natembeya has told those turkana mps asking to be evacuated to tell him who will help the gov t solve the problem ","unknown","neutral"
"712",712," damn covid vaccine u f ","unknown","negative"
"713",713," resident receives pfizer covid vaccination chorleywood ","unknown","positive"
"714",714," outlines the conditions for lifting england s lockdown the number of covid deaths decreasing pressure on th ","unknown","negative"
"715",715," cuomo blames the trump administration for expanding covid vaccine eligibility without delivering additional doses saying elig ","unknown","positive"
"716",716,"coronavirus vaccine passports aren t available yet but could be an investment for the future ","unknown","positive"
"717",717,"new york gov cuomo asks to buy covid vaccine directly from pfizer amid dose shortages ","unknown","positive"
"718",718," i did a dive today into why west virginia is so rapidly outpacing other states in their vaccine distribution and it turns out ","unknown","positive"
"719",719,"over mln britons receive first dose of covid vaccine ","unknown","positive"
"720",720," omg so many people have died in los angeles county that officials have temporarily suspended air quality regulations tha ","unknown","negative"
"721",721," johnson johnson says its one dose covid vaccine generated both antibody and t cell responses against the virus with f ","unknown","negative"
"722",722," your reminder that although m people are now eligible for the covid vaccine in nyc one group has been excluded peop ","unknown","neutral"
"723",723," he s a berk the uk has been giving hundreds of millons to gavi every ye ","unknown","positive"
"724",724," can someone living in a different maryland county get their covid vaccine in pg county ","sadness","negative"
"725",725,"crazy how the party of my body my choice wants you to take a vaccine and if you don t you can t have freedom ","unknown","negative"
"726",726," remember when i said this would happen and you called me crazy thousands of vaccinated people to be offered covid pass ","unknown","negative"
"727",727,"vaccine priority who should get the covid jab next in uk ","sadness","negative"
"728",728,"who started that rumor that the covid vaccine causes infertility ","unknown","negative"
"729",729," great breakdown of the relative effectiveness of each of the different vaccines with one dose vs two here it s not that ","joy","neutral"
"730",730,"more instances of covid vaccine hesitancy open it up to anyone who wants to get it ","fear","negative"
"731",731,"south african mining companies say they are well placed to support the covid response thanks to decades of exper ","unknown","positive"
"732",732," three weeks into the covid pandemic norway recorded deaths with covid three weeks into vaccinations norway has ","unknown","positive"
"733",733," omg so many people have died in los angeles county that officials have temporarily suspended air quality regulations tha ","unknown","negative"
"734",734," the government are talking about numbers of people vaccinated again and again you wouldn t say someone has received a ","unknown","positive"
"735",735," charles barkley athletes pay more in taxes deserve some preferential treatment for covid vaccine ","unknown","neutral"
"736",736,"nigeria requests million covid vaccine doses from african union ","unknown","positive"
"737",737," breaking health ministry s dcgi who finally approved covid vaccines when asked who will be liable for adverse rea ","joy","negative"
"738",738," california pauses use of large batch of moderna covid vaccine ktla ","unknown","positive"
"739",739," people have received a first dose of covid vaccine however only have received a second dose import ","unknown","positive"
"740",740," i don t even get the annual flu shot living a supremely fit healthy lifestyle is the only defense i need ","surprise","positive"
"741",741,"so the new tactic on my local town facebook group is to essentially brag about having a covid vaccine wow","unknown","positive"
